2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1205-认知产能3丨跳出思维的盒子.mp3 -> E:\认知方法论\音频归类\bf1205-认知产能3丨跳出思维的盒子.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1206-认知产能4丨拥抱认知的痛感.mp3 -> E:\认知方法论\音频归类\bf1206-认知产能4丨拥抱认知的痛感.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1207-问答35丨认知加工是不是给信息分类.mp3 -> E:\认知方法论\音频归类\bf1207-问答35丨认知加工是不是给信息分类.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1208-认知产能丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1208-认知产能丨本单元十大精彩留言.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1210-认知与范式1丨什么是认知中的第一性原理.mp3 -> E:\认知方法论\音频归类\bf1210-认知与范式1丨什么是认知中的第一性原理.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1212-认知与范式3丨什么叫以简驭繁？.mp3 -> E:\认知方法论\音频归类\bf1212-认知与范式3丨什么叫以简驭繁？.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1213-认知与范式4丨“大道至简”对普通人有什么意义.mp3 -> E:\认知方法论\音频归类\bf1213-认知与范式4丨“大道至简”对普通人有什么意义.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1214-问答36丨有什么利于加工和输出的具体方法.mp3 -> E:\认知方法论\音频归类\bf1214-问答36丨有什么利于加工和输出的具体方法.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1215-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3 -> E:\认知方法论\音频归类\bf1215-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1217-以简驭繁1丨“简单粗暴、直接有效”有道理吗？.mp3 -> E:\认知方法论\音频归类\bf1217-以简驭繁1丨“简单粗暴、直接有效”有道理吗？.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1218-以简驭繁2丨远离热闹，回归门道.mp3 -> E:\认知方法论\音频归类\bf1218-以简驭繁2丨远离热闹，回归门道.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1219-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3 -> E:\认知方法论\音频归类\bf1219-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1220-以简驭繁4丨为什么说教是最好的学.mp3 -> E:\认知方法论\音频归类\bf1220-以简驭繁4丨为什么说教是最好的学.mp3
2019/12/21 19:32:00: 复制: E:\认知方法论 - 副本\音频归类\bf1221-问答37丨有没有自己的人生哲学，重要吗？.mp3 -> E:\认知方法论\音频归类\bf1221-问答37丨有没有自己的人生哲学，重要吗？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1222-以简驭繁丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1222-以简驭繁丨本单元十大精彩留言.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1224-认知与道德1丨善良和聪明，哪个更重要.mp3 -> E:\认知方法论\音频归类\bf1224-认知与道德1丨善良和聪明，哪个更重要.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1225-认知与道德2丨什么是正确的“赌性”？.mp3 -> E:\认知方法论\音频归类\bf1225-认知与道德2丨什么是正确的“赌性”？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1226-认知与道德3丨善良到底是什么.mp3 -> E:\认知方法论\音频归类\bf1226-认知与道德3丨善良到底是什么.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1227-认知与道德4丨道德问题的背后是认知问题.mp3 -> E:\认知方法论\音频归类\bf1227-认知与道德4丨道德问题的背后是认知问题.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1228-问答38丨什么是“高品质勤奋”和“高品质懒惰”？.mp3 -> E:\认知方法论\音频归类\bf1228-问答38丨什么是“高品质勤奋”和“高品质懒惰”？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1229-认知与道德丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1229-认知与道德丨本单元十大精彩留言.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1231-认知与自由1丨你自由吗？.mp3 -> E:\认知方法论\音频归类\bf1231-认知与自由1丨你自由吗？.mp3
2019/12/21 19:36:28: 程序关闭 (admin/DESKTOP-P7UJA4U)
2019/12/21 19:52:49: 复制: E:\认知方法论\音频归类\106-消极数据与积极数据2丨避免“表面增长谬误”.mp3 -> E:\认知方法论 - 副本\音频-新\106-消极数据与积极数据2丨避免“表面增长谬误”.mp3
2019/12/21 19:52:49: 复制: E:\认知方法论\音频归类\105-消极数据与积极数据1丨消极数据的力量.mp3 -> E:\认知方法论 - 副本\音频-新\105-消极数据与积极数据1丨消极数据的力量.mp3
2019/12/21 19:52:49: 复制: E:\认知方法论\音频归类\104-认知阑尾丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\104-认知阑尾丨本单元十大精彩留言.mp3
2019/12/21 19:52:50: 复制: E:\认知方法论\音频归类\103-问答17丨数据和信息的差别是什么？.mp3 -> E:\认知方法论 - 副本\音频-新\103-问答17丨数据和信息的差别是什么？.mp3
2019/12/21 19:52:50: 复制: E:\认知方法论\音频归类\102-认知阑尾3丨迷信是如何产生的？.mp3 -> E:\认知方法论 - 副本\音频-新\102-认知阑尾3丨迷信是如何产生的？.mp3
2019/12/21 19:52:50: 复制: E:\认知方法论\音频归类\101-认知阑尾3丨迷信是如何产生的.mp3 -> E:\认知方法论 - 副本\音频-新\101-认知阑尾3丨迷信是如何产生的.mp3
2019/12/21 19:52:50: 复制: E:\认知方法论\音频归类\100-认知阑尾2丨认知负资产是如何产生的.mp3 -> E:\认知方法论 - 副本\音频-新\100-认知阑尾2丨认知负资产是如何产生的.mp3
2019/12/21 19:52:50: 复制: E:\认知方法论\音频归类\099-认知阑尾1丨自动化的无用认知.mp3 -> E:\认知方法论 - 副本\音频-新\099-认知阑尾1丨自动化的无用认知.mp3
2019/12/21 19:52:51: 复制: E:\认知方法论\音频归类\098-直觉与数据主义丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\098-直觉与数据主义丨本单元十大精彩留言.mp3
2019/12/21 19:52:51: 复制: E:\认知方法论\音频归类\097-问答16丨大自然没有说明书.mp3 -> E:\认知方法论 - 副本\音频-新\097-问答16丨大自然没有说明书.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\096-直觉与数据主义4丨还原事实背后的故事.mp3 -> E:\认知方法论 - 副本\音频-新\096-直觉与数据主义4丨还原事实背后的故事.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\095-直觉与数据主义3丨认知差距的本质.mp3 -> E:\认知方法论 - 副本\音频-新\095-直觉与数据主义3丨认知差距的本质.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\094-直觉与数据主义2丨认知的同化、顺化与平衡.mp3 -> E:\认知方法论 - 副本\音频-新\094-直觉与数据主义2丨认知的同化、顺化与平衡.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\093-直觉与数据主义1丨认知中的模式识别与机器学习.mp3 -> E:\认知方法论 - 副本\音频-新\093-直觉与数据主义1丨认知中的模式识别与机器学习.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\092-从对话到潜对话丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\092-从对话到潜对话丨本单元十大精彩留言.mp3
2019/12/21 19:52:52: 复制: E:\认知方法论\音频归类\091-问答15丨如何面对现实世界中的“哈哈镜”？.mp3 -> E:\认知方法论 - 副本\音频-新\091-问答15丨如何面对现实世界中的“哈哈镜”？.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\090-从对话到潜对话4丨互动的最高境界就是潜对话.mp3 -> E:\认知方法论 - 副本\音频-新\090-从对话到潜对话4丨互动的最高境界就是潜对话.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\089-从对话到潜对话3丨技术的目的是消除技术感 唯一微信OUCHSTYLE.mp3 -> E:\认知方法论 - 副本\音频-新\089-从对话到潜对话3丨技术的目的是消除技术感 唯一微信OUCHSTYLE.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\088-从对话到潜对话2丨精于心，简于形.mp3 -> E:\认知方法论 - 副本\音频-新\088-从对话到潜对话2丨精于心，简于形.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\087-从对话到潜对话1丨表面认知与后台认知.m4a -> E:\认知方法论 - 副本\音频-新\087-从对话到潜对话1丨表面认知与后台认知.m4a
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\086-直播回顾丨第一模块重要概念复盘.mp3 -> E:\认知方法论 - 副本\音频-新\086-直播回顾丨第一模块重要概念复盘.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\085-镜与灯丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\085-镜与灯丨本单元十大精彩留言.mp3
2019/12/21 19:52:53: 复制: E:\认知方法论\音频归类\084-问答14丨什么是“终身学习”？.mp3 -> E:\认知方法论 - 副本\音频-新\084-问答14丨什么是“终身学习”？.mp3
2019/12/21 19:52:54: 复制: E:\认知方法论\音频归类\083-镜与灯4丨成功方程式：思维模式×热情×能力=成功.mp3 -> E:\认知方法论 - 副本\音频-新\083-镜与灯4丨成功方程式：思维模式×热情×能力=成功.mp3
2019/12/21 19:52:54: 复制: E:\认知方法论\音频归类\082-镜与灯3丨如何从黑暗森林走出去？.mp3 -> E:\认知方法论 - 副本\音频-新\082-镜与灯3丨如何从黑暗森林走出去？.mp3
2019/12/21 19:52:54: 复制: E:\认知方法论\音频归类\081-镜与灯2丨灯式认知.mp3 -> E:\认知方法论 - 副本\音频-新\081-镜与灯2丨灯式认知.mp3
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\080-镜与灯1丨镜中物是真相还是假象.mp3 -> E:\认知方法论 - 副本\音频-新\080-镜与灯1丨镜中物是真相还是假象.mp3
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\079-认知周期丨本单元十大精彩留言.m4a -> E:\认知方法论 - 副本\音频-新\079-认知周期丨本单元十大精彩留言.m4a
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\078-问答13丨脱离场景的学习是无用功吗.mp3 -> E:\认知方法论 - 副本\音频-新\078-问答13丨脱离场景的学习是无用功吗.mp3
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\077-认知周期3丨逃离致命“中转站”.mp3 -> E:\认知方法论 - 副本\音频-新\077-认知周期3丨逃离致命“中转站”.mp3
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\076-认知周期4丨从怀疑到相信.m4a -> E:\认知方法论 - 副本\音频-新\076-认知周期4丨从怀疑到相信.m4a
2019/12/21 19:52:55: 复制: E:\认知方法论\音频归类\075-认知周期3丨逃离致命“中转站”.mp3 -> E:\认知方法论 - 副本\音频-新\075-认知周期3丨逃离致命“中转站”.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\074-认知周期2丨学习曲线与认知留级.mp3 -> E:\认知方法论 - 副本\音频-新\074-认知周期2丨学习曲线与认知留级.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\073-认知周期1丨父子关系与“自大狂”.mp3 -> E:\认知方法论 - 副本\音频-新\073-认知周期1丨父子关系与“自大狂”.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\072-生态位与选择压丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\072-生态位与选择压丨本单元十大精彩留言.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\071-问答12丨事物的钟云二象性.m4a -> E:\认知方法论 - 副本\音频-新\071-问答12丨事物的钟云二象性.m4a
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\070-生态位与选择压4丨认知的“宝葫芦”存在吗.mp3 -> E:\认知方法论 - 副本\音频-新\070-生态位与选择压4丨认知的“宝葫芦”存在吗.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\069-生态位与选择压2丨有选择压才有进化.mp3 -> E:\认知方法论 - 副本\音频-新\069-生态位与选择压2丨有选择压才有进化.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\068-生态位与选择压2丨有选择压才有进化.mp3 -> E:\认知方法论 - 副本\音频-新\068-生态位与选择压2丨有选择压才有进化.mp3
2019/12/21 19:52:56: 复制: E:\认知方法论\音频归类\067-问答11丨“求缺”与“追求完美”矛盾吗？.m4a -> E:\认知方法论 - 副本\音频-新\067-问答11丨“求缺”与“追求完美”矛盾吗？.m4a
2019/12/21 19:52:57: 复制: E:\认知方法论\音频归类\066-认.mp3 -> E:\认知方法论 - 副本\音频-新\066-认.mp3
2019/12/21 19:52:57: 复制: E:\认知方法论\音频归类\065-.mp3 -> E:\认知方法论 - 副本\音频-新\065-.mp3
2019/12/21 19:52:57: 复制: E:\认知方法论\音频归类\064-认知的救赎2丨优化与残化.mp3 -> E:\认知方法论 - 副本\音频-新\064-认知的救赎2丨优化与残化.mp3
2019/12/21 19:52:57: 复制: E:\认知方法论\音频归类\063-.mp3 -> E:\认知方法论 - 副本\音频-新\063-.mp3
2019/12/21 19:52:58: 复制: E:\认知方法论\音频归类\062-.mp3 -> E:\认知方法论 - 副本\音频-新\062-.mp3
2019/12/21 19:52:58: 复制: E:\认知方法论\音频归类\061-“无中生有”的认知丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\061-“无中生有”的认知丨本单元十大精彩留言.mp3
2019/12/21 19:52:58: 复制: E:\认知方法论\音频归类\060-问答10丨“不变的算法”和“云型事件”是否？.mp3 -> E:\认知方法论 - 副本\音频-新\060-问答10丨“不变的算法”和“云型事件”是否？.mp3
2019/12/21 19:52:58: 复制: E:\认知方法论\音频归类\059-无中生有的认知4丨“苟且”构成了“诗和远方”.mp3 -> E:\认知方法论 - 副本\音频-新\059-无中生有的认知4丨“苟且”构成了“诗和远方”.mp3
2019/12/21 19:52:58: 复制: E:\认知方法论\音频归类\058-认丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\058-认丨本单元十大精彩留言.mp3
2019/12/21 19:52:59: 复制: E:\认知方法论\音频归类\057-“无中生有”的认知3丨求缺的能力.mp3 -> E:\认知方法论 - 副本\音频-新\057-“无中生有”的认知3丨求缺的能力.mp3
2019/12/21 19:52:59: 复制: E:\认知方法论\音频归类\056-“无中生有”的认知2丨设计中的设计.mp3 -> E:\认知方法论 - 副本\音频-新\056-“无中生有”的认知2丨设计中的设计.mp3
2019/12/21 19:52:59: 复制: E:\认知方法论\音频归类\055-“无中生有”的认知1.mp3 -> E:\认知方法论 - 副本\音频-新\055-“无中生有”的认知1.mp3
2019/12/21 19:52:59: 复制: E:\认知方法论\音频归类\054-天赐良机从何而来丨本单元十大精彩留言.m4a -> E:\认知方法论 - 副本\音频-新\054-天赐良机从何而来丨本单元十大精彩留言.m4a
2019/12/21 19:52:59: 复制: E:\认知方法论\音频归类\053-问答09丨如何避免进入“心灵僻径”.mp3 -> E:\认知方法论 - 副本\音频-新\053-问答09丨如何避免进入“心灵僻径”.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\052-天赐良机从何而来4丨自己才是“良机”的真正出品人.m4a -> E:\认知方法论 - 副本\音频-新\052-天赐良机从何而来4丨自己才是“良机”的真正出品人.m4a
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\051-天赐良机从何而来3丨钟型事件与云型事件.mp3 -> E:\认知方法论 - 副本\音频-新\051-天赐良机从何而来3丨钟型事件与云型事件.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\050-天赐良机从何而来2丨结果=一连串的事件.mp3 -> E:\认知方法论 - 副本\音频-新\050-天赐良机从何而来2丨结果=一连串的事件.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\049-何而来1丨误.mp3 -> E:\认知方法论 - 副本\音频-新\049-何而来1丨误.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\048-认知之树丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\048-认知之树丨本单元十大精彩留言.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\047-问答08丨如何打造一个完美的工具箱.mp3 -> E:\认知方法论 - 副本\音频-新\047-问答08丨如何打造一个完美的工具箱.mp3
2019/12/21 19:53:00: 复制: E:\认知方法论\音频归类\046-认知之树4丨T型认知结构.mp3 -> E:\认知方法论 - 副本\音频-新\046-认知之树4丨T型认知结构.mp3
2019/12/21 19:53:01: 复制: E:\认知方法论\音频归类\045-认知之树3丨找到自己的“洞穴空间”.mp3 -> E:\认知方法论 - 副本\音频-新\045-认知之树3丨找到自己的“洞穴空间”.mp3
2019/12/21 19:53:01: 复制: E:\认知方法论\音频归类\044-认知之树2丨认知的信道与噪音.mp3 -> E:\认知方法论 - 副本\音频-新\044-认知之树2丨认知的信道与噪音.mp3
2019/12/21 19:53:01: 复制: E:\认知方法论\音频归类\043-认知之树1丨认知的化合性.mp3 -> E:\认知方法论 - 副本\音频-新\043-认知之树1丨认知的化合性.mp3
2019/12/21 19:53:01: 复制: E:\认知方法论\音频归类\042-认知退化与格物致知丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\042-认知退化与格物致知丨本单元十大精彩留言.mp3
2019/12/21 19:53:01: 复制: E:\认知方法论\音频归类\041-问答07丨“高带宽专线”是否会导致思维固化？.m4a -> E:\认知方法论 - 副本\音频-新\041-问答07丨“高带宽专线”是否会导致思维固化？.m4a
2019/12/21 19:53:02: 复制: E:\认知方法论\音频归类\040-认知退化与格物致知3丨与物“格斗”，才能获得真认知.mp3 -> E:\认知方法论 - 副本\音频-新\040-认知退化与格物致知3丨与物“格斗”，才能获得真认知.mp3
2019/12/21 19:53:02: 复制: E:\认知方法论\音频归类\039-认知退化与格物致知3丨侦察兵与司令员的启示.m4a -> E:\认知方法论 - 副本\音频-新\039-认知退化与格物致知3丨侦察兵与司令员的启示.m4a
2019/12/21 19:53:02: 复制: E:\认知方法论\音频归类\038-认知退化与格物致知2丨聪明人如何避免犯蠢错误？.mp3 -> E:\认知方法论 - 副本\音频-新\038-认知退化与格物致知2丨聪明人如何避免犯蠢错误？.mp3
2019/12/21 19:53:03: 复制: E:\认知方法论\音频归类\037-认知退化与格物致知1丨结果的简单，起点的复杂.mp3 -> E:\认知方法论 - 副本\音频-新\037-认知退化与格物致知1丨结果的简单，起点的复杂.mp3
2019/12/21 19:53:03: 复制: E:\认知方法论\音频归类\036-知行合一丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\036-知行合一丨本单元十大精彩留言.mp3
2019/12/21 19:53:03: 复制: E:\认知方法论\音频归类\035-问答06丨如何做到真正的“反思”？.mp3 -> E:\认知方法论 - 副本\音频-新\035-问答06丨如何做到真正的“反思”？.mp3
2019/12/21 19:53:03: 复制: E:\认知方法论\音频归类\034-知行合一4丨“知行合一”的本质.mp3 -> E:\认知方法论 - 副本\音频-新\034-知行合一4丨“知行合一”的本质.mp3
2019/12/21 19:53:03: 复制: E:\认知方法论\音频归类\033-知行合一3丨同步：云的状态决定端的状态.mp3 -> E:\认知方法论 - 副本\音频-新\033-知行合一3丨同步：云的状态决定端的状态.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\032-知行合一2丨你心之外没有世界.mp3 -> E:\认知方法论 - 副本\音频-新\032-知行合一2丨你心之外没有世界.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\031-知行合一1建立神经元间的高带宽专线.mp3 -> E:\认知方法论 - 副本\音频-新\031-知行合一1建立神经元间的高带宽专线.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\030-本周问答丨心灵越狱，才能俯视生活的桎梏.mp3 -> E:\认知方法论 - 副本\音频-新\030-本周问答丨心灵越狱，才能俯视生活的桎梏.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\029-认知与刷卡丨本单元十大精彩留言.mp3 -> E:\认知方法论 - 副本\音频-新\029-认知与刷卡丨本单元十大精彩留言.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\028-问答05丨如何增加认识自己的维度.mp3 -> E:\认知方法论 - 副本\音频-新\028-问答05丨如何增加认识自己的维度.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\027-认知与刷卡4丨瞬间认知的机制：神经元的特权功能.mp3 -> E:\认知方法论 - 副本\音频-新\027-认知与刷卡4丨瞬间认知的机制：神经元的特权功能.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\026-认知与刷卡3丨效率高未必是好事.mp3 -> E:\认知方法论 - 副本\音频-新\026-认知与刷卡3丨效率高未必是好事.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\025-“瞬间解码”是一个长期修炼的过程.m4a -> E:\认知方法论 - 副本\音频-新\025-“瞬间解码”是一个长期修炼的过程.m4a
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\024-大脑的自动纠偏机制.mp3 -> E:\认知方法论 - 副本\音频-新\024-大脑的自动纠偏机制.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\023-本周问答丨聪明的90后知道如何与环境相处.mp3 -> E:\认知方法论 - 副本\音频-新\023-本周问答丨聪明的90后知道如何与环境相处.mp3
2019/12/21 19:53:04: 复制: E:\认知方法论\音频归类\022-痛点从不是一个，而是一群.mp3 -> E:\认知方法论 - 副本\音频-新\022-痛点从不是一个，而是一群.mp3
2019/12/21 19:53:05: 复制: E:\认知方法论\音频归类\021-品牌的最高境界是没有品牌.mp3 -> E:\认知方法论 - 副本\音频-新\021-品牌的最高境界是没有品牌.mp3
2019/12/21 19:53:05: 复制: E:\认知方法论\音频归类\020-不存在全能公司，我们也没有全知眼.mp3 -> E:\认知方法论 - 副本\音频-新\020-不存在全能公司，我们也没有全知眼.mp3
2019/12/21 19:53:06: 复制: E:\认知方法论\音频归类\019-所有物种都是残障者.mp3 -> E:\认知方法论 - 副本\音频-新\019-所有物种都是残障者.mp3
2019/12/21 19:53:06: 复制: E:\认知方法论\音频归类\018-从“盲人摸象”中获得的启示.mp3 -> E:\认知方法论 - 副本\音频-新\018-从“盲人摸象”中获得的启示.mp3
2019/12/21 19:53:06: 复制: E:\认知方法论\音频归类\017-  问答丨既然认知意味着痛苦，为什么不能选择舒适.mp3 -> E:\认知方法论 - 副本\音频-新\017-  问答丨既然认知意味着痛苦，为什么不能选择舒适.mp3
2019/12/21 19:53:06: 复制: E:\认知方法论\音频归类\016-“虚幻”的快乐，还是“真实”的乏味？.mp3 -> E:\认知方法论 - 副本\音频-新\016-“虚幻”的快乐，还是“真实”的乏味？.mp3
2019/12/21 19:53:06: 复制: E:\认知方法论\音频归类\015-感觉生产系统.mp3 -> E:\认知方法论 - 副本\音频-新\015-感觉生产系统.mp3
2019/12/21 19:53:07: 复制: E:\认知方法论\音频归类\014-区分表征与实在.mp3 -> E:\认知方法论 - 副本\音频-新\014-区分表征与实在.mp3
2019/12/21 19:53:07: 复制: E:\认知方法论\音频归类\013-真真切切的幻觉.mp3 -> E:\认知方法论 - 副本\音频-新\013-真真切切的幻觉.mp3
2019/12/21 19:53:07: 复制: E:\认知方法论\音频归类\012-本周问答丨如何知道自己是什么“材”（周日直播预告）.mp3 -> E:\认知方法论 - 副本\音频-新\012-本周问答丨如何知道自己是什么“材”（周日直播预告）.mp3
2019/12/21 19:53:07: 复制: E:\认知方法论\音频归类\011-问答丨如何超越单环学习，实现双环学习？.mp3 -> E:\认知方法论 - 副本\音频-新\011-问答丨如何超越单环学习，实现双环学习？.mp3
2019/12/21 19:53:09: 复制: E:\认知方法论\音频归类\010-认知中的“月亮与六便士”.mp3 -> E:\认知方法论 - 副本\音频-新\010-认知中的“月亮与六便士”.mp3
2019/12/21 19:53:09: 复制: E:\认知方法论\音频归类\009-矩阵式认知与苏格拉底.mp3 -> E:\认知方法论 - 副本\音频-新\009-矩阵式认知与苏格拉底.mp3
2019/12/21 19:53:09: 复制: E:\认知方法论\音频归类\008-所谓优势，就是不断地绕过陷阱2.mp3 -> E:\认知方法论 - 副本\音频-新\008-所谓优势，就是不断地绕过陷阱2.mp3
2019/12/21 19:53:09: 复制: E:\认知方法论\音频归类\007-认知越狱与双环学习.mp3 -> E:\认知方法论 - 副本\音频-新\007-认知越狱与双环学习.mp3
2019/12/21 19:53:09: 复制: E:\认知方法论\音频归类\006-问答丨两性关系中的猫型人和狗型人.mp3 -> E:\认知方法论 - 副本\音频-新\006-问答丨两性关系中的猫型人和狗型人.mp3
2019/12/21 19:53:10: 复制: E:\认知方法论\音频归类\005-问答丨为什么说“盲维”是“认知升级”的重要概念.mp3 -> E:\认知方法论 - 副本\音频-新\005-问答丨为什么说“盲维”是“认知升级”的重要概念.mp3
2019/12/21 19:53:10: 复制: E:\认知方法论\音频归类\004-给思维找一个支点.mp3 -> E:\认知方法论 - 副本\音频-新\004-给思维找一个支点.mp3
2019/12/21 19:53:11: 复制: E:\认知方法论\音频归类\003-眼前的世界是真实的，还是虚幻的？.mp3 -> E:\认知方法论 - 副本\音频-新\003-眼前的世界是真实的，还是虚幻的？.mp3
2019/12/21 19:53:15: 复制: E:\认知方法论\音频归类\002-无知即极乐，认知即痛苦.wav -> E:\认知方法论 - 副本\音频-新\002-无知即极乐，认知即痛苦.wav
2019/12/21 19:53:15: 复制: E:\认知方法论\音频归类\001-原始舒适区=0认知.mp3 -> E:\认知方法论 - 副本\音频-新\001-原始舒适区=0认知.mp3
2019/12/21 19:53:30: 新建文件夹: E:\认知方法论 - 副本\图片-新
2019/12/21 19:53:45: 删除: E:\认知方法论\图片归类\第二部分
2019/12/21 19:53:45: 删除文件夹: E:\认知方法论\图片归类\第二部分
2019/12/21 19:53:45: 删除: E:\认知方法论\图片归类\第一部分
2019/12/21 19:53:45: 删除文件夹: E:\认知方法论\图片归类\第一部分
2019/12/21 19:54:50: 删除: E:\认知方法论 - 副本\图片归类\第二部分
2019/12/21 19:54:50: 删除文件夹: E:\认知方法论 - 副本\图片归类\第二部分
2019/12/21 19:54:50: 删除: E:\认知方法论 - 副本\图片归类\第一部分
2019/12/21 19:54:50: 删除文件夹: E:\认知方法论 - 副本\图片归类\第一部分
2019/12/21 19:54:52: 复制: E:\认知方法论\图片归类\bf09217-认知的高配与低配1丨关注对象决定了认知构造.jpg -> E:\认知方法论 - 副本\图片归类\bf09217-认知的高配与低配1丨关注对象决定了认知构造.jpg
2019/12/21 19:54:52: 复制: E:\认知方法论\图片归类\bf08080-消极数据与积极数据3丨认知中的内置进度条.jpg -> E:\认知方法论 - 副本\图片归类\bf08080-消极数据与积极数据3丨认知中的内置进度条.jpg
2019/12/21 19:54:52: 复制: E:\认知方法论\图片归类\bf1231-认知与自由1丨你自由吗？.jpg -> E:\认知方法论 - 副本\图片归类\bf1231-认知与自由1丨你自由吗？.jpg
